,price,price_per_m,postal_code,location,type,area,room
1213,365 000,4 803 ,06000, Nice (Parc Impérial - Le Piol),Appartement,76,3
1214,148 000,1 762 ,64000, Pau (Pau Nord),Appartement,84,4
1215,567 000,2 908 ,54000, Nancy (Mon Désert - Jeanne d'Arc - Saurupt - Clémenceau),Appartement,195,5
1216,447 000,"10,4k ",75002, Paris 2e (Gaillon - Vivienne),Appartement,43,2
1217,390 000,3 714 ,66000, Perpignan (Mas Vermeil),Maison,105,4
1218,317 500,663 ,67140, Reichsfeld,Maison,479,16
1219,974 000,974 0,75016, Paris 16e (Auteuil-Nord - Jasmin - Mirabeau),Appartement,71,3
1220,313 000,313 0,75014, Paris 14e (Mouton - Duvernet),Appartement,29,2
1221,67 100,1 065 ,42000, Saint-Étienne (Bernay - Valfuret),Appartement,63,3
1222,172 000,2 073 ,05400, La Roche-des-Arnauds,Appartement,79,3
1223,103 000,2 146 ,54000, Nancy (Mon Désert - Jeanne d'Arc - Saurupt - Clémenceau),Appartement,48,2
1224,204 000,2 040 ,42300, Roanne (Clermont),Maison,100,5
